poi,text,like_count,published_at,video_id,video_title,sentiment,sentiment_score
Doi Inthanon National Park,Hi hello  Alina MacLeod and your father are very very good morning 🌄🌅🌄🌞🌄🌞🌞 to you r daddy travel to jarrny  tourism Thailand and Morrisses to all see long time stay safe journey Asian country travel Blog videos utube imege channel support from India Maharashtra state Hindu people old man sixty years just camplete thanks 🎄 regards 🌞🌞🌞🌞🌞🌞🌹💐💐,0,2023-02-04T04:06:35Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.5673
Doi Inthanon National Park,"Now that China has opened up, you may want to consider visiting. I travel quite a bit too, and I have to say China's scenery, varied landscapes and culture are fantastic. That is if you are not swayed by Western negative propaganda tagetting China (for obvious political agenda).",0,2023-02-04T11:56:08Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.5706
Doi Inthanon National Park,"I remember watching your video when you first visited Thailand alone. You ride a passenger boat in a canal in Bangkok without knowing its destination. This visit therefore brought your father with you for the second time, right?",0,2023-02-14T04:10:04Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.5666
Doi Inthanon National Park,"In addition to watching the sunrise, sea of ​​fog, waterfalls, trekking, hill tribe villages. The tallest and largest observatory in ASEAN, twin pagodas and a cold atmosphere all year round. The statue of the King of the Lanna Kingdom Used as the name of this mountain, the highest in the country. 

At Doi Inthanon, it is also famous for watching various kinds of birds, especially local birds that are found only here, deer, chamois, watching winter flowers. and local such as the Doi Inthanon rose tree Pink and white mountain cherry blossoms, Black Forest, Melbourne natives Including the Royal Project which has temperate plants. and winter fruits and high quality coffee varieties Including raising sturgeon caviar as well. 🤗🌸💮💐🌺🌲🍁🦌🕊🦅🐟⛰️🏔🛖🌄",0,2023-02-28T12:54:26Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.4465
Nimmanhaemin Road,"I have never forgot these memorable moments that I used to travel to Thai Land for 8 months ago . The first country where i travelled oversea . It helped me learn a lot of cultures ,food and reconized these new things from the life . Addition , i had improved my softskill and recharged my battery after i went back hometown",64,2025-01-12T13:47:29Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.6828
Nimmanhaemin Road,"Nice representation, I'm English but have lived in Chiang Mai for 25 years...and music..cool as ever..thanks.",33,2025-02-02T07:20:00Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8882
Nimmanhaemin Road,This is one of the most beautiful visits to Chiang Mai I have ever seen. We were there a few times starting in 1998 and it is amazing how much it has changed... even the silo (bus/taxi) had new seat covers ! Thank you so much for your excellent videography and commentaries. I look forward to watching your other productions.,55,2024-11-27T17:42:56Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8918
Nimmanhaemin Road,"I live in Chiangmai and i love your video a lot, it's beautiful & peaceful Chiangmai",35,2024-11-19T03:20:00Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9139
Nimmanhaemin Road,"Cool, that atmosphere is different than in Bangkok, Pattaya or Phuket. Feels like you are indeed surrounded by a jungle. Nature all around you and that colonial style and feeling is still in the air.",3,2025-03-25T17:16:35Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.6778
Nimmanhaemin Road,Very nice. Beautiful place to vacation ❤,1,2026-02-24T05:51:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9334
Nimmanhaemin Road,"Chiang Mai is such a beautiful place 😍🇹🇭
We were there recently and absolutely loved it!",0,2026-03-29T08:22:31Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.926
Nimmanhaemin Road,I visited Chiang Mai in 1990. It has really developed in the last 35 years. I have a couple of friends who moved from the Big Island of Hawaii to Chiang Mai years ago. Your travel vlog makes me want to return. Thank you for sharing your experiences. The Buddha smiles.,30,2025-02-06T03:52:01Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8872
Nimmanhaemin Road,"Thailand is full of fascinating things and delicious food, with wonderful wonders to explore.",2,2025-05-24T01:52:34Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9121
Nimmanhaemin Road,"Thank you for this vlog, you see with beauty.  Chang Mai is one of my favourite places in the world.  I love that you've highlighted the more sophisticated, mellow, creative and stylish aspects of the city.  I've been to Wat Phra That Doi Suthep many times but didn't know about Wat Pha Lat so will definitely be visiting next time I visit.  Kop Kun Ka.",3,2025-04-30T14:09:28Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8545
Nimmanhaemin Road,Such a beautiful and calming video! I haven’t been to chiang mai in many years and it’s amazing to see the changes. I was watching the doi suthep temple section and was overwhelmed with its ornate design when I realized I’d been there before on a meditation retreat! Thank you for sharing your lovely adventure ❤,2,2025-03-09T14:59:04Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7785
Nimmanhaemin Road,"Eat, temple, eat, eat, window shopping, repeat.",0,2026-03-21T13:17:24Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.5545
Nimmanhaemin Road,Perfect vacation! Can’t wait to go to thailand❤,0,2025-03-31T09:09:49Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9014
Nimmanhaemin Road,"Wow, I’ve been to Chiang Mai so many times but never seen this aesthetic as your trip. I’m going to Chiang Mai again soon. Thank you for sharing this vlog; such a great inspirational.",0,2025-05-04T13:38:35Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9309
Nimmanhaemin Road,Thank you - planning a trip to Chiang Mai in a few months for about the same duration. This is a great itinerary!,0,2025-06-11T01:33:36Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9159
Nimmanhaemin Road,"Amazing and beautiful video! I really love Chiang Mai – such a special place with great atmosphere, culture, and food. Always a pleasure to see it!",0,2025-05-23T11:42:36Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9511
Nimmanhaemin Road,Amazing and beautiful video !!  Love Chiang Mai!  Will miss it again when I leave in two days time :-(.,0,2025-05-13T17:04:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.59
Nimmanhaemin Road,I love this vlog! 😍 it makes me wanna visit Chiang Mai soon! ❤,0,2025-02-08T21:43:01Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9184
Nimmanhaemin Road,Thank you for sharing your beautiful video of your trip to Chiang Mai! Makes me want to plan a trip :),0,2025-02-19T14:37:15Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9239
Nimmanhaemin Road,"I love what you’ve done with this video. I hope it’s the format you’re using for all your videos. Your subtitle format without a voiceover was refreshing. Your photography skills are excellent. You edited back-to-back shots of the tower at Neiman One which I thought was odd but I’ll forgive you for that ha ha. I’ve lived here for a while, so I was curious to see which places you chose to highlight, and I learned of Kalm. So we’re going tomorrow. ChiangMai never ceases to amaze me. There’s always some new spot that I don’t know about that pops up. Good work. Refreshing. I never wanna hear another AI voice over again.",0,2025-08-04T12:21:47Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8642
Nimmanhaemin Road,"Thank you for a nicely shot vlog! 👍

We have visited 🇨🇷 several times, but never in North. Based on this vid we definitrly should! 

The vibe looks different. Probably it is so too.",0,2025-05-17T05:50:18Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8997
Nimmanhaemin Road,"Your vlogs are ""Eye Soothing"" to watch and I mean it. We travelled Thailand back in 2018 (that was our first overseas tour) and it was a rush tour. Only Bangkok, Phuket and Phi Phi. We hadn’t been to Khao San Road & ChatuChak market!!!  Can you beleive!! However, we are again planning for Thailand this year (if God wishes) and Chiang Mai and Krabi is a must; also, Phuket. Will gradually see your Bangkok vlog. Take love from Bangladesh ❤❤❤",1,2025-04-02T07:52:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4845
Nimmanhaemin Road,"chang mai is nice and beautiful to visit thanks for your visits and share it with us,i feel like i am there with you personally",0,2024-12-05T07:14:58Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8628
Nimmanhaemin Road,Wow i realky enoyed your video! It was well thought out and creative. I like that you added the addresses to the places where you visited and Chaing Mai seems like a slower pace of living which is nice. Will definitely visit. Could be a place I would like to live one day ❤,0,2025-04-03T19:17:50Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8052
Nimmanhaemin Road,i love chiang mai so beautiful,0,2025-05-20T22:57:28Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7444
Nimmanhaemin Road,"Chiang Mai is a lovely and peaceful city, perfect for a walk around the city.☺",0,2025-05-06T04:33:07Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8861
Nimmanhaemin Road,"Your vlogs are so wonderfully crafted, you are very talented! I have watched hundreds of Thailand itineraries from couples who traveled there but what you create is really unique. 
You take us on a journey in a very relaxed flow. The way you film everything, the gentle music behind and only subtitles without speaking is so peaceful to watch. We just got home from our trip to Thailand and this is not only informative but also beautiful to watch playing in the background. It really takes us back! :-) 
I also love that you show some classics like the Doi Suthep & Chedi Luang temples, but also a lot of hidden gems we haven't visited yet!

Thank you for sharing your travels! I have already watched a lot of Japan content on Youtube but your video's are really showing me the places we want to visit! :-) 
Cheers from Antwerp, Belgium!",12,2025-01-03T09:46:23Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8462
Nimmanhaemin Road,"Thank you for sharing! Chiang Mai truly has so much charm, from stunning sunrises to incredible food. This vlog beautifully captures the essence of the 'Rose of the North'—can't wait to visit someday!",3,2025-01-07T02:48:06Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9265
Nimmanhaemin Road,"What a stunning vlog, I absolutely love it! You did such a great job with this video. I can't wait to visit Chiang Mai in March 2026. My first time visiting Thailand and i will be going to Chiang Rai too among other cities. Keep up the great work.",5,2025-01-30T02:40:07Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9318
Nimmanhaemin Road,"Beautiful video. Thank you for sharing these nice places. They are not too crowded, when was the time of your travel in this video?",0,2025-09-25T05:05:31Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8806
Nimmanhaemin Road,"Beautiful video! Cool to see Thailand from a different perspective, new sub :)",3,2024-11-15T05:37:07Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9074
Nimmanhaemin Road,Thank you for visiting. We are local brand only on Chiang Mai 💗 28:19,0,2024-12-06T14:29:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7226
Nimmanhaemin Road,"I'm going to visit Chiang Mai 2weeks after
I can use your video very usefully
I love this city's atmosphere   😊😊",0,2025-04-19T06:39:04Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8639
Nimmanhaemin Road,Chiang mai is so beautiful!,0,2024-11-28T14:35:29Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8775
Nimmanhaemin Road,Terrific faceless vlog that's inspiring with attention to detail.  Would love to visit this place with a different perspective.,1,2025-01-08T21:03:48Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.906
Nimmanhaemin Road,Great suggestions - I am about to go back to Chiang Mai for my 3rd time next week. This vlog had some places I haven't been to yet! So thank you!,0,2024-11-19T22:35:02Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8767
Nimmanhaemin Road,"Lovely vlog! I've been to Chiang Mai but I missed so many of these places, will definitely see these places next time",0,2024-12-30T12:00:06Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7909
Nimmanhaemin Road,I love this video.I’m chiang mai people.,0,2026-01-17T00:02:01Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8529
Nimmanhaemin Road,"Congratulations for your exquisite video, love the flow and aesthetic. Chiang Mai is my happy place, was delicious to watch your take on it. Bravo!",0,2024-12-10T07:41:35Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9527
Nimmanhaemin Road,"❤So cute & beautyful , I like this video & life style of you , I wish you enjoy for this trip , welcome to Thailand.🎉",0,2024-11-20T13:09:04Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8638
Nimmanhaemin Road,I thought you couldn’t do Airbnb’s in Thailand? That place looks great,0,2024-12-06T07:38:43Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.621
Nimmanhaemin Road,"The red taxi is called ""songthaew"", a public minivan system common in Southeast Asia with a different name, from Thailand and its neighbors to Indonesia further south (it's called ""angkot"" here). 

Anw, I love your way of exploring. You mix everything in one like I do, from temples, city streets, cafe hopping, to shopping.",0,2024-11-29T13:46:21Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4955
Nimmanhaemin Road,"How was smokey season in Chiang Mai? Lots of atmosphere, eh?",1,2025-06-04T03:53:19Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4333
Nimmanhaemin Road,"Visited Thailand in 2019 it is one of my memorable trips, unfortunate did not visit chian mai, Thailand very beautiful country, love it ❤❤",2,2025-09-24T09:52:58Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.728
Nimmanhaemin Road,"I absolutely love your video! This film gives me calm and peaceful vibes and I love it sooooo much. I'm going this summer and I cannot wait! Mind if I ask, what kind of camera do you use? I really like it!",0,2025-02-01T21:55:30Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9267
Nimmanhaemin Road,"As chicken Khao Soi is a very traditional dish in Chiang Mai, that is the most un-authentic Khao Soi dish I have seen. Been there many times and that looks nothing like traditional Khao Soi.",0,2024-12-13T17:07:46Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.6029
Nimmanhaemin Road,"I live near Chiang Mai since 10 years and I know
Nesrly all the places you showed. You’ve chosen very good locations and aranged it to a beautiful bouquet!",0,2026-01-02T16:42:23Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.8949
Nimmanhaemin Road,"I really love your travveling style🎉Thank u for sharing. Is this 2 weeks ago? When is the best time to visit Chiang Mai , any months we should avoid? Thank u ❤",1,2024-11-27T08:24:02Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.7719
Nimmanhaemin Road,I also visited Chiang Mai on my last trip to Thailand in the mid 2010s.  (I think it was in 2016.)  I stayed near the city centre and remember the Sunday Night Market and the gates.,0,2025-10-01T20:26:44Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.4742
Nimmanhaemin Road,"I'm sorry ! That Khao Soi is far far from traditional, it's supposed to be a bone in drumstick in a soup, with crispy noodles on top, with lime, red onion and picked veg on the side !",2,2024-12-03T01:48:30Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,negative,0.8604
Nimmanhaemin Road,somehow you can only get good khao soi in Chiang Mai...,0,2024-12-07T00:02:54Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.3705
Nimmanhaemin Road,"Whats the best way to commute between all these cities/town. Lets say I start with Phuket then Krabi is only 3hrs drive from there so I cover that next (or I can do just the opposite i.e. start with Krabi then Phuket).
I've got interest in Bangkok or Pattaya.

Now next I want to cover is Chiang Mai and Chiang Rai. I see direct flight from Phuket to Chiang Mai.

My question-
 How to plan from Chiang Mai? Bus or train or flight to Chiang Rai?
Then back to Phuket while leaving the country or what",0,2025-01-08T16:54:24Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.5491
Nimmanhaemin Road,Where did you book your visit to Doi Suthep?,0,2025-06-09T07:23:10Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.8462
Nimmanhaemin Road,"Hi Riri, may i know how you move one place to another during your tour in Chiangmai? By grab or rent a car?",0,2025-07-27T05:13:06Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.852
Nimmanhaemin Road,Which dates did you travel to Chiang Mai?,0,2025-01-05T08:58:27Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.8775
Nimmanhaemin Road,"I love the vibe and the relaxed atmosphere of this vlog. Can’t wait to visit Chiang Mai . 

If I may ask, I love your hat ! May I
know where it is from? Thanks a ton",0,2025-01-01T11:18:58Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,positive,0.9026
Nimmanhaemin Road,"Hi, I am about to visit Chiang Mai in 2 weeks. Was it easy to drive around or should I hire a driver?",0,2025-03-10T12:11:54Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.8197
Nimmanhaemin Road,Hi there! May i know when did you film this? Am planning a trip there but im not sure about the dry/ rainy season! 🙂,1,2025-01-11T17:12:43Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,neutral,0.7023
Nimmanhaemin Road,How boring!!! Chiang  Mai being reduced to coffee shops and souvenir stalls! You dont have to go to Thaïland to see it but stay anywhere in any part of the US.,0,2025-05-20T17:04:12Z,57FgVJ5HiGk,4 days in Chiang Mai | thailand vlog,negative,0.9171
Nimmanhaemin Road,"I've been staying in Chiang Mai for 7 years; you're the one of the best YT to present Chiang Mai's beautiful, expertly shot, comfortable music and very good editing.😄😄😄",57,2025-05-21T06:10:52Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9086
Nimmanhaemin Road,"""Hi, I'm a fan from Thailand. I was so happy to see you visit Chiang Mai. You showed the province in such a warm and lovely light.""",46,2025-05-20T01:18:20Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.92
Nimmanhaemin Road,We did an epic 5 week(3500km)  journey around Thailand years ago….our boys were 4-2-6 months….Chiang Mai was a favourite! Driving around was fantastic and the people were just incredible…..there was always someone willing to carry a bub😂❤❤,7,2025-05-19T14:20:17Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8796
Nimmanhaemin Road,"absolutely gorgeous cinematography, color grading, and storytelling! i can tell you put so much thought and care into your work. this is the first video i've seen from you and i immediately subscribed when it was over. i can't remember the last time i was so glued to a vlog. i'm even more excited to visit chiang mai now!",3,2025-08-13T08:24:50Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.836
Nimmanhaemin Road,"As a Thai viewer, thank you for this Chiang Mai showcase vlog with fascinating and interesting scenes. This will inspire other tourists to explore Chiang Mai with so many Things To Do.",3,2025-06-07T09:10:17Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8959
Nimmanhaemin Road,"""What an amazing guide to Chiang Mai! You packed so much into just 5 days—great mix of culture, food, and nature. Super helpful for planning my own trip!""",4,2025-05-26T08:07:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9343
Nimmanhaemin Road,"I’ve been watching your videos for years now, and I just want to say how much they’ve meant to me. Your content inspired me to finally start my own travel channel, which is something I’d been thinking about for a long time — so thank you for that.",0,2026-03-23T19:07:17Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9156
Nimmanhaemin Road,"I love your vlog! As a Thai person that been living abroad I’m missing Chiang Mai so much 🥹✨ when I was a child my parents would always take me there every year, it’s been almost 10 years for me that I haven’t been back 🥹 love you Chiang mai",11,2025-05-19T16:35:08Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7109
Nimmanhaemin Road,"I went to Chiang Mai in the late spring of 2025. Coconut market, It was a dream to go there, I truly felt so good being there, and the artisans are all kind and cheerful, it was a pleasure to wander through the market aisles.",0,2026-04-10T16:35:02Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8874
Nimmanhaemin Road,What a beautiful video man. ❤ I have visited Chiang Mai many times and watched many videos as well . But ur videos deserves a special place in my heart,0,2026-04-06T09:09:11Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8885
Nimmanhaemin Road,"Loved it ,what a wholesome vlog to Chiang mai ,looking forward to more fun videos.I watch your vlogs with my breakfast usually,and have watched many of them many times ❤❤",3,2025-06-01T01:09:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.912
Nimmanhaemin Road,"What a stunning, beautiful, and stylish video. My husband and I want to visit Chiang Mai one day; it's on our list when he retires. I love the food, stylish Bar scenes, and the music you played in this video. Thank you so much!",1,2025-09-15T00:31:11Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9293
Nimmanhaemin Road,"This was one of the most beautiful travel vlogs I've watched on youtube, gorgeous!! The music, the edit, everything! Thank you so much for all the beautiful tips and spots, we'll be there in january and will check out every spot!

What camera are you using, especially for the pictures? Thank you so much in advance <3",2,2025-12-01T14:18:07Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9253
Nimmanhaemin Road,Love the channel. Your videos give me nostalgia for when I could eat and drink as much as I wanted while traveling and face no consequences 😂 Enjoy it!,1,2025-08-17T10:54:03Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8851
Nimmanhaemin Road,"What a beautiful video. Everything is on point, esp the music. Ahh, can’t wait for my Chiang Mai trip next month! Thank you for all the ideas! ❤️",1,2025-08-26T02:50:03Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9442
Nimmanhaemin Road,"Thank you so much for showing us around. 😊
Tips for mango sticky rice : to make sure you can taste the sweetness of the mango, only pour the coconut milk sparingly only over sticky rice, that’s how we Thais eat it. 😊",1,2025-07-12T15:12:37Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6995
Nimmanhaemin Road,"Love your video, very informative! 
Hope to visit Chiangmai one day.",0,2026-01-25T09:08:48Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9184
Nimmanhaemin Road,I really enjoyed this Chiang Mai vlog. Everything you post i also wanna buy. The handmade local items are all so pretty. The scenery are pretty too!!,1,2025-05-21T12:29:17Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9059
Nimmanhaemin Road,OMG! I've lived in Chiang Mai for 6 yrs and I've never been to some other places that you visited. Now I have more reasons to go back! Thank you for this vlog! I miss CNX so much.,0,2025-05-21T22:27:13Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8839
Nimmanhaemin Road,I keep watching your vlog and I am glad to see you in Thailand where my hometown. You make me feel want to go to Chiang Mai even I am Thai 😅 Your guys are very good to explore the nice  place. I am look forward to watching the next one soon😊,1,2025-05-19T15:21:37Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8799
Nimmanhaemin Road,"What a beautiful work you made 🤍 is looking forward for my first trip to Chiang Mai (and Thailand too) , can’t wait after seeing your video… 

Greetings from Taiwan",0,2025-05-27T17:08:56Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9305
Nimmanhaemin Road,"It was such a nice surprise to ran into you on street in HK, a few hours before I leave😂😂Like your videos and we always re-check your Japan videos before we go there🤭",0,2025-05-23T06:28:57Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8366
Nimmanhaemin Road,thank you for broadening my view of Chiang Mai 🥹 I hope I can visit this beautiful homey city someday!,0,2025-05-21T19:08:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9096
Nimmanhaemin Road,"What a revelation this city was to me!The quality and variety of markets..shopping,and coffee shops..wow!Would love to visit there.Thanks for sharing.",0,2025-05-19T18:08:21Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.925
Nimmanhaemin Road,"'m a big fan of you guys. I'm in Chiang Mai, and I hope to meet you next time!",0,2025-08-30T13:48:55Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9116
Nimmanhaemin Road,Beautiful video at a beautiful place!,0,2025-05-24T17:45:32Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9418
Nimmanhaemin Road,Watching from VietNam - I hope you guys will come to my country someday — the scenery is beautiful and the food is amazing. 🥰,1,2025-05-19T13:25:06Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8734
Nimmanhaemin Road,"lovely video.  if you have time, there is a huge flower market just next to Jing Jai, about 5 minutes walk away, as well as a Lotus supermart",1,2025-05-22T13:52:45Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6632
Nimmanhaemin Road,thanks for this video! i really jotted down a lot for my upcoming chiang mai trip :),0,2025-06-08T07:52:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8245
Nimmanhaemin Road,Hi from Malaysia ..planning a solo trip to Chiang Mai  in the near future. ....very helpful ..as looking forward to Thai cuisine there...😊,0,2025-07-04T05:00:40Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7848
Nimmanhaemin Road,Love the vibes of this video! could you drop the list of coffee shops in chiangmai?,1,2025-11-23T04:02:22Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7491
Nimmanhaemin Road,"Hi Sam, Victor, great travel vlog as always! Also, just to let you guys know Millilit Cafe just moved to 308 Tha Phae Road.",0,2025-06-15T13:11:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8475
Nimmanhaemin Road,Visit Mae rim next time_ fresh air and lots of cafe in natural surroundings😊,0,2025-05-20T12:52:07Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8043
Nimmanhaemin Road,"Aww, I loved the place and the hotel. The price is super good! But stay away from the pigeons! They carry a lot of infections. ⭕️ Lots of nice places with coffee! Perfect for me 🤎",1,2025-05-19T16:40:06Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8271
Nimmanhaemin Road,"since I saw you visited Bangkok, Phuket, and Chiang Rai last year I really hope you will visit Chiang Mai this year since it is my favorite city in Thailand and you're one of my favorite travel vloggers ever! and God really bless me, you made it. I will finish the video today whatever happens. 🥹",7,2025-05-20T19:57:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8764
Nimmanhaemin Road,"Hi I'm Thai.I've been following your videos and really enjoy them.Thank you for visiting and appreciating our country. I hope you have a wonderful time here.If you get the chance, please come visit again you're always welcome!",0,2025-05-20T03:58:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9214
Nimmanhaemin Road,"I really enjoyed this, Chiang Mai looks amazing. But I found the song you chose for the Coconut market was so sad, it didn't fit such a happy place. I always like the music you use though.",0,2025-05-19T16:09:01Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9285
Nimmanhaemin Road,"If you could guys visit morocco, it would be a great idea 💡 cause a lot of people are willing to visit morocco. You are great people and have good cameras and quality cameras, so why  not ❤❤",0,2025-06-07T13:08:21Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.791
Nimmanhaemin Road,Finally another video for Monday and great that you guys visited one of my favourite place Chiang Mai! Hope you guys really enjoy it!,1,2025-05-19T12:50:54Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9389
Nimmanhaemin Road,Surprised you hadn't been to Chiang Mai till now!!! Chiang Mai is such a vibe.,0,2025-05-19T14:49:32Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7478
Nimmanhaemin Road,"Watching from London, just in time for my lunch break! :D",7,2025-05-19T12:38:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8006
Nimmanhaemin Road,Wow! I've been waiting for you guys to travel to Chiang Mai!!😊 I'm so excited to watch! Thank you for the amazing vlogs!😊,3,2025-05-19T12:48:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9259
